;0
4815;Fc1ccc2c(C3CCN(CCN4CCCC4)CC3)noc2c1
4816;c1cc(OCCCN2CCCCC2)ccc1CN1CCCCC1
4817;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@]1(C)N2C
4818;Cc1c(Cl)c(=O)oc2cc(OCCNC3CCN(Cc4ccccc4)CC3)ccc12
4819;COc1ccc(-c2cc3cc4c(=O)c(C=O)coc4cc3o2)cc1
4820;COc1ccc(C(=O)N2c3ccccc3[Se]c3ccc(Cl)cc32)cc1
4821;N#CC1C(=N)N2CCN=C2C([N+](=O)[O-])C12C(=O)c1ccc(Br)c3c(Br)ccc2c13
4822;Cc1ccc2c(c1)C1(C(=O)N2)C(C#N)C(=N)N(Cc2ccccc2)C(=NCc2ccccc2)C1[N+](=O)[O-]
4823;COc1ccc2nc3c(c(NCCCNC(=O)C(N)Cc4c[nH]c5ccccc45)c2c1)CCCC3
4824;C#CCNc1c2c(nc3cc(Cl)ccc13)CCCC2
4825;CCn1c(=O)n(C)s/c1=N\CCC1CCN(Cc2ccccc2)CC1
4826;C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C)CO
4827;C=CC(=O)N1C/C(=C\c2ccc(Cl)cc2)C(=O)/C(=C/c2ccc(Cl)cc2)C1
4828;Cc1cc2c(c(C)c1CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)C(C)[C@H]2O
4829;COc1ccc(C(=O)N2Cc3ccc(N4C(=O)c5ccccc5C4=O)cc3CC2=O)cc1
4830;COc1ccc(/C=C/C(=O)c2cc(I)c(OC)cc2O)cc1
4831;COc1ccc(Cn2cc(C(=O)NCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1
4832;COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)CC[C@@H](OC(C)=O)C(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1
4833;CC(=O)N1N=C(c2ccc(-c3ccccc3)cc2)CC1c1ccc([N+](=O)[O-])cc1
4834;CC(=O)N1N=C(c2ccc(-c3ccccc3)cc2)CC1c1ccc2ccccc2c1
4835;CC1=Nc2nc3c(c(N)c2C(c2cccc(F)c2)C1C(=O)OC(C)C)CC(C)(C)CC3
4836;CCOc1ccc(Cc2nc3cc(C(=O)NCCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1
4837;CC(C)=CCC/C(C)=C/CC/C(C)=C\Cc1c(O)cc(O)c(CC=C(C)C)c1-c1cc2ccc(O)cc2o1
4838;Cc1cc2c(c(C)c1CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)C(C)(C)[C@H]2O
4839;Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(cc(O)c(-c4c(O)cc5c(c4O)Oc4c(Oc6cc(O)cc(O)c6)c(O)cc(O)c4O5)c2O)O3)c1
4840;CCC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCN4CCC(CC5Cc6cc(OC)c(OC)cc6C5)CC4)c3C(C1)C2
4841;CCC1=CC2Cc3nc4cc(Cl)ccc4c(NCCN4CCC(CC5Cc6cc(OC)c(OC)cc6C5)CC4)c3C(C1)C2
4842;O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
4843;O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
4844;COc1cc(C=Cc2nnc(-c3ccc(Cl)cc3)o2)ccc1O
4845;COc1cc(O)c(C(=O)/C=C/c2ccc(F)cc2)cc1I
4846;Nc1oc2ccccc2c(=O)c1C=C1COc2ccccc2C1=O
4847;CCCCC1OC(=O)c2cc(OCc3ccc(CN4CCN(C)CC4)c(O)c3)ccc21
4848;COc1cccc(C(=O)N2c3ccccc3[Se]c3ccccc32)c1
4849;FC(F)(F)Oc1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1
4850;COc1cc(/C=C/C(=O)N2CCCCC2)ccc1OC(=O)N(C)C
4851;CCN(C)C(=O)Oc1ccc(C2CC(=O)c3c(OC(=O)N(C)CC)cc(OC(=O)N(C)CC)cc3O2)cc1
4852;C#CCCCN(C)C(=O)Oc1cccc2c(CN(C)CCC3CCCCCC3)c[nH]c12
4853;COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(Cc2ccc(O)c(O)c2)CC1
4854;O=C(CCN1CCC2c3ccccc3NC2C1)Nc1ccc(C=C2CCn3c2nc2ccccc2c3=O)cc1
4855;O=C(CN1CCN(C(=O)c2cccc(Br)c2)CC1)N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1
4856;O=C(CN1CCN(C(=O)c2ccccc2Br)CC1)N1CCN(CCCc2c[nH]c3ccc(F)cc23)CC1
4857;Cc1ccc(S(=O)(=O)SCc2ccccc2)cc1
4858;Cc1ccc(S(=O)(=O)SCc2ccc([N+](=O)[O-])cc2)cc1
4859;Cc1cc2nc3c(nc2cc1C)C1(c2ccccc2-3)C(C#N)C(=N)N2CCN=C2C1[N+](=O)[O-]
4860;N#CC1C(=N)N2CCCN=C2C([N+](=O)[O-])C12c1ccccc1-c1nc3ccc([N+](=O)[O-])cc3nc12
4861;COc1cc2c(cc1OC)CN(Cc1cccc(C=NO)c1O)CC2
4862;COc1cc2c(cc1OC)CN(CC1CCN(Cc3cccc(C=NO)c3O)CC1)CC2
4863;O=[N+]([O-])c1ccccc1-c1nnc(Nc2ncccn2)o1
4864;COc1cc2c(cc1O)CCC(C)(CC(=O)NCCCCCCCCNc1c3c(nc4ccccc14)CCCC3)O2
4865;CCOC(=O)C(=NNc1ccc(C)cc1)C(=O)C(F)(F)F
4866;CCOC(=O)C(=NNc1cccc(C)c1)C(=O)C(F)(F)F
4867;COC(=O)C(=NNc1ccc(C)cc1)C(=O)C(F)(F)F
4868;c1ccc2oc(C3CCNCC3)cc2c1
4869;COc1ccc(OC)c(CN2CCC(c3cc4ccccc4o3)CC2)c1
4870;COc1ccc(OC)c(CN2CCC(c3oc4ccccc4c3C(=O)c3ccccc3)CC2)c1
4871;COc1ccc(CSS(=O)(=O)c2ccc(C)cc2)cc1
4872;N#Cc1ccc(C[n+]2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)cc1
4873;COc1ccc2[nH]cc(CCNC(=O)c3cc[n+](Cc4ccccc4F)cc3)c2c1
4874;COc1ccc2[nH]cc(CCNC(=O)CCc3cc[n+](Cc4ccccc4F)cc3)c2c1
4875;CC1=CC2Cc3nc4ccccc4c(NCCCCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3C(C1)C2
4876;Cc1c(C)c2ccc(OCCCCN(C)Cc3ccccc3)cc2oc1=O
4877;Oc1ccc2[nH]c3c(c2c1)C[PH](Cc1cccc2ccccc12)(c1ccccc1)CC3
4878;Cc1ccc(C2C([N+](=O)[O-])C(Cc3c[nH]cn3)NC23c2ccccc2-c2nc4ccccc4nc23)cc1
4879;C=CC(=O)N1C/C(=C\c2ccc(F)cc2)C(=O)/C(=C/c2ccc(F)cc2)C1
4880;Brc1cccc(-c2nnc3sc(-c4ccoc4)nn23)c1
4881;Nc1cc(-c2ccc(Cl)cc2)nc2nc(-c3ccccc3)cc(C(F)(F)F)c12
4882;CN(CCC1CCCCCC1)Cc1c[nH]c2c(OC(=O)N(C)Cc3ccccc3)cccc12
4883;O=C1Cc2cc(N3C(=O)c4ccccc4C3=O)ccc2CN1C(=O)c1ccccc1
4884;Cc1cccc(C(=O)N2Cc3ccc(N4C(=O)c5ccccc5C4=O)cc3CC2=O)c1
4885;C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/c1ccccc1OS(=O)(=O)O)c1ccc(=O)[nH]c1C2
4886;CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1ccc(C(F)(F)F)cc1)CC(C)CC3
4887;CC1=Nc2nc3c(c(N)c2C(c2ccccc2F)C1C(=O)OC(C)C)CC(C)(C)CC3
4888;CC1=Nc2nc3c(c(N)c2C(c2ccccc2F)C1C(=O)OC1CCC1)CC(C)(C)CC3
4889;Cc1ccc(NCCCSC[C@@H]2CCCN3CCCC[C@H]23)c2c(=O)c3ccccc3sc12
4890;COc1ccc2c3c([nH]c2c1)C(C)=NCC3
4891;c1ccc2c(c1)CCCN1Cc3cc(OCCCN4CCCCC4)ccc3N=C21
4892;ON=Cc1cc(Br)cc(CN2CCN(c3ccncc3)CC2)c1O
4893;Cc1cc(C=NO)c(O)c(CN2CCN(c3ccc(F)cc3)CC2)c1
4894;Cc1cc(C=NO)c(O)c(CN2CCC(c3ccc(F)cc3)CC2)c1
4895;CN(Cc1ccccc1)Cc1ccc(/C=C2\Cc3ccc(OCCCCN4CCOCC4)cc3C2=O)cc1
4896;O=C1C(=O)N2CCc3cc4c(c5c3c2c1c1ccccc15)OCO4
4897;COc1cc2c(cc1O)CC[n+]1cc3c(OC)c(O)ccc3cc1-2
4898;Cc1cc(C=NO)c(O)c(CN2CCC(c3ccncc3)CC2)c1
4899;ON=Cc1cc(Cl)cc(CN2CCN(c3ccccc3F)CC2)c1O
4900;O=C(COc1ccccc1C(F)(F)F)NCCN1CCN(Cc2ccccc2)CC1
4901;ON=Cc1cc(Cl)cc(CN2CCN(c3ccccn3)CC2)c1O
4902;O=C(COc1ccc(Cc2ccccc2)cc1)NCCN1CCN(Cc2ccccc2)CC1
4903;COc1cccc2cc[n+](-c3ccc(F)cc3)cc12
4904;COc1cccc(-[n+]2ccc3cccc(OC)c3c2)c1
4905;COc1cccc2cc[n+](-c3ccc(Br)cc3Br)cc12
4906;COc1ccc2nc3c(c(N)c2c1)C1CC=CC(C3)C1
4907;O=c1cc(/N=N/N=P(CCP(=N/N=N/c2cc(=O)oc3ccccc23)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2o1
4908;N#Cc1cc(C#N)c(NC2CCN(Cc3ccccc3)CC2)nc1N
4909;CN(CCCOc1ccc2cc(-c3ccccc3)c(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1
4910;CCCCCCCCCC(C)C1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1
4911;Nc1c2c(nc3nc(-c4ccccc4)cc(C(F)(F)F)c13)CCCCC2
4912;COc1ccccc1[C@@H]1c2c(nc3c(c2N)CCCC3)OC2=CC(C)(C)CC(=O)C21
4913;CCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1
4914;COc1cc2oc(-c3ccc(NCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC
4915;O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccc(O)cc12
4916;S=C(CCCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12
4917;Cc1cc(=O)oc2ccc(OC/C=C/CCn3cnc4c(N5CCCCC5)ncnc43)cc12
4918;COC(=O)/C=C/c1ccc(OCCCCCN2CCN(CC(=O)Nc3c4c(nc5ccccc35)CCCC4)CC2)c(OC)c1
4919;COc1cccc(CCCCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)c1
4920;Clc1ccc2c(NCCCCCN3c4ccccc4Sc4ccccc43)c3c(nc2c1)CCCC3
4921;FC(F)(F)c1ccc(-c2nnc(CNC3CCN(Cc4ccccc4)C3)o2)cc1
4922;CCN1/C(=C/C(C)=O)Sc2ccc(OC(=O)NC3CCCCC3)cc21
4923;CCCCCCNC(=O)Oc1ccc2c(c1)N(CC)/C(=C/C(C)=O)S2
4924;C#CCN(C)C(=O)Oc1ccc2c(CN(C)CCC3CCCCCC3)c[nH]c2c1
4925;C#CCOc1cccc(-c2cc(-c3ccc(OCCN4CCOCC4)cc3)nc(C)n2)c1
4926;O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21
4927;COC(=O)/C=C/C(=O)Nc1cccc(OCCCSC(=S)N2CCCCC2)c1
4928;COc1ccc(C2c3c([nH]c(C)nc3=O)Oc3c2n(C(C)=O)c2ccccc32)cc1[N+](=O)[O-]
4929;O=C(CCCCCCCCc1ccccc1)c1c(O)cccc1O
4930;COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1OC
4931;CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(Cl)(Cl)CC3
4932;CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2C1c1ccccc1OC)CC(C)CC3
4933;O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCNc1c2c(nc3ccccc13)CCCC2
4934;O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCCNc1c2c(nc3ccccc13)CCCC2
4935;Cc1ccccc1C
4936;CN(C)CCCN1C(=O)CSC1c1cccc(F)c1F
4937;Cc1cc(C=NO)c(O)c(CN2CCN(c3ccc(Br)cc3)CC2)c1
4938;O=C(C=NO)Nc1ccc[n+](CC[n+]2cccc(NC(=O)C=NO)c2)c1
4939;O=C(CCCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccccc12
4940;O=C(CCCCCCCNc1c2c(nc3cc(Cl)cc(Cl)c13)CCCC2)NCCc1c[nH]c2ccccc12
4941;COc1ccc2[nH]cc(CCNC(=O)CCCCNc3c4c(nc5ccccc35)CCCC4)c2c1
4942;COc1cc(C=CC(=O)N2CCN(Cc3ccccc3)CC2)ccc1O
4943;CC(C)(C)c1cc[n+](CCCCCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1
4944;COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4ccc(C)cc4)CC3)c2c1
4945;COc1ccc(C(=O)N2c3ccccc3Sc3ccccc32)cc1
4946;CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2
4947;COC(=O)C(=NNc1ccccc1[N+](=O)[O-])C(=O)C(F)(F)F
4948;Cc1c(C)c2ccc(OCc3ccccc3)cc2oc1=O
4949;CN(CCC1CCCCCC1)Cc1c[nH]c2cc(OC(=O)N(C)C)ccc12
4950;CCOP(=O)(OCC)C(Nc1ccccc1OC)c1ccc(OCc2nc3ccccc3c(=O)n2-c2ccc(F)cc2)c(OC)c1
4951;COc1cccc(C(=O)N2c3ccccc3[Se]c3ccc(Cl)cc32)c1
4952;Nc1c2c(nc3nc(-c4ccccc4)cc(C(F)(F)F)c13)-c1ccccc1CC2
4953;CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3
4954;CCOC(=O)c1ccc2nc(-c3cccnc3)c3c(c2c1)N(Cc1ccccc1)CCC3
4955;CCOC(=O)c1ccc2nc(-c3cccnc3)c3c(c2c1)N(Cc1ccccc1)C(=O)CC3
4956;O=C(Nc1cc2ccccc2oc1=O)c1ccc([N+](=O)[O-])cc1
4957;O=C(Nc1cc2ccccc2oc1=O)c1ccc(Cl)c(Cl)c1
4958;CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1cccnc1OC)CCCC3
4959;CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1ccccc1OC)CCCCC3
4960;CCN(CCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1
4961;CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCNc3c4c(nc5ccccc35)CCCC4)cc12
4962;Cc1ccc2nc3c(c(N)c2c1)CCCCC3
4963;Nc1c2c(nc3ccc(Cl)cc13)CCCCC2
4964;Nc1c2c(nc3c(Br)cc(Br)cc13)CCCCC2
4965;COc1ccc2nc3c(c(N)c2c1)CCCC3
4966;COc1cc2[se]n(-c3ccc(OCCCN4CCCCC4)cc3)c(=O)c2cc1OC
4967;COc1cc2[se]n(-c3ccc(CCN4CCCCC4)cc3)c(=O)c2cc1OC
4968;COc1cc2[se]n(-c3ccc(CN4CCCCC4)cc3)c(=O)c2cc1OC
4969;C=CC(=O)N1C/C(=C\c2ccccc2Cl)C(=O)[C@@]2(C1)[C@H](c1ccccc1Cl)CN(C)[C@]21C(=O)Nc2ccccc21
4970;C=CC(=O)N1C/C(=C\c2ccccc2OC)C(=O)[C@@]2(C1)[C@H](c1ccccc1OC)CN(C)[C@]21C(=O)Nc2ccccc21
4971;COc1cccc2cc[n+](-c3ccccc3C)cc12
4972;COc1cccc2cc[n+](-c3ccc(Br)cc3F)cc12
4973;O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)N1CCN(c2ccccn2)CC1
4974;O=C(N/N=C/c1ccc(F)cc1)N1CCN(c2ccccn2)CC1
4975;COc1ccc(C(=O)O[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]4(C)C[C@@]5(O)[C@H](CC[C@@H]43)[C@@]3(C)CC[C@@H](O)C(C)(C)[C@@H]3C[C@@H]5O)[C@@]2(C)C(=O)O)cc1O
4976;CCCC[C@@H](O)/C=C/C=C/C(=O)O
4977;Cc1cc(=O)oc2cc(OCCCN(C)Cc3cccc(OC(=O)NCCCCCc4ccccc4)c3)ccc12
4978;CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NC=O
4979;CN(Cc1ccccc1)Cc1ccc(/C=C2\CCc3cc(OCCCCCN4CCN(Cc5ccc(F)cc5)CC4)ccc3C2=O)cc1
4980;O=S(=O)(N=C(NCCCCNc1c2c(nc3ccccc13)CCCC2)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1)c1ccc(Cl)cc1
4981;CCN(CCCCCCOc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC
4982;COc1ccc(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)cc1
4983;COc1ccc(OC)c(C(C)NS(=O)(=O)NC(=O)OCc2ccccc2)c1
4984;COc1ccc(OC)c(C(C)NS(N)(=O)=O)c1
4985;CN(CCCCCCCOc1ccc(-c2cc3ccccc3o2)cc1)Cc1ccccc1
4986;Cc1cccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)c1
4987;Cc1cccc(C[n+]2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)c1
4988;COc1ccc2nc3c(c(NCCCCCCCNC(=O)C4(C)CCc5c(C)c(O)c(C)c(C)c5O4)c2c1)CCCC3
4989;CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3ccc(=O)oc3c2)c1
4990;CCCCCCCNC(=O)Oc1ccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1
4991;O=C(NCCCCCc1ccccc1)Oc1ccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1
4992;CCCCCCCNC(=O)Oc1ccc2c(c1)CN(C)C(c1ccc(F)cc1)N2C
4993;O=C(Nc1ccncc1Br)OCCCCCNCc1ccccc1
4994;O=[N+]([O-])c1cccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)c1
4995;CN(CCn1cc[n+](C)c1C=NO)S(C)(=O)=O
4996;COc1cc(CCC(=O)/C=C/c2ccc(CNc3c4c(nc5cc(Cl)ccc35)CC3CC(C)=CC4C3)cc2)cc(CN(C)C)c1O
4997;COc1ccc2nc3c(c(NCCN=C4CC(=O)c5ccccc5C4=O)c2c1)CCCC3
4998;O=C1CC(=NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21
4999;NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCNc1c2c(nc3ccccc13)CCCC2
5000;CC1(C)C=C2Oc3nc4c(c(N)c3[C@@H](c3ccccc3)C2C(=O)C1)CCCC4
5001;CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1ccco1)CCCC3
5002;CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccccc1)CCCCCC3
5003;O=C(CCC1CCN(Cc2ccc(F)cc2)CC1)c1ccc2c(c1)CCN2
5004;CCCCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2
5005;CCCCCCCCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2
5006;NC(=O)c1cc[n+](C/C=C/C[n+]2ccc(C=NO)cc2)cc1
5007;CN(C)c1ccc(C(=O)NCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
5008;Cc1c(C)c2ccc(OCCCN(C)Cc3ccccc3)cc2oc1=O
5009;Cc1cc(=O)oc2cc(OCc3ccc(CN(C)Cc4cccc(Cl)c4)cc3)ccc12
5010;CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2C
5011;COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCc1cn(CCCCC(=O)NCCc3c[nH]c4ccccc34)nn1)C2
5012;c1cc[n+](CCCCCCCCCCC[n+]2ccccc2)cc1
5013;O=c1cc(Cl)c2ccc(OCCNC3CCN(Cc4ccccc4)CC3)cc2o1
5014;O=C1c2ccccc2C(=O)N1Cc1cn(CC2CCN(Cc3ccccc3)CC2)nn1
5015;O=c1n(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)cc(O)n1CCC1CCN(Cc2ccccc2)CC1
5016;O=c1n(/N=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)cc(O)n1CCC1CCN(Cc2ccccc2)CC1
5017;Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1
5018;Cc1c(C)c2ccc(OCCNC3CCN(Cc4ccccc4)CC3)cc2oc1=O
5019;COc1cc2ccc(=O)oc2cc1O
5020;CC1(C)CCN(Cc2ccc(-c3cnc4[nH]c5cnc(C#N)cc5c4c3)cc2)CC1
5021;N#Cc1cc2c(cn1)[nH]c1ncc(-c3ccc(CN4CCC(F)CC4)cc3)cc12
5022;c1ncc(-c2cc3c(cn2)[nH]c2ncc(-c4ccc(CN5CCCCC5)cc4)cc23)o1
5023;c1ncc(-c2cc3c(cn2)[nH]c2ncc(-c4ccc(CN5CCCCC5)cc4)cc23)s1
5024;c1nnc(-c2cc3c(cn2)[nH]c2ncc(-c4ccc(CN5CCCCC5)cc4)cc23)o1
5025;O=C(NCCC1CCN(Cc2ccccc2)CC1)c1ccccc1
5026;O=C1/C(=C/c2cccc([N+](=O)[O-])c2)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1cccc([N+](=O)[O-])c1
5027;COc1ccc(Cn2cc(C(=O)NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1
5028;CCCCC1OC(=O)c2cc(OCc3ccc(CN4CCOCC4)c(O)c3)ccc21
5029;Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4ccccc4F)cc3)ccc12
5030;Cc1ccccc1C[n+]1ccc(COc2ccc3c(C)cc(=O)oc3c2)cc1
5031;CN(C)c1ccc(C(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
5032;CN(C)c1ccc(C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1
5033;CCCN(CCC)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1
5034;COc1cc2oc(-c3ccc(NCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC
5035;COc1ccc2nc3c(c(NCCCCCCCCNC(=O)C4(C)CCc5c(C)c(O)c(C)c(C)c5O4)c2c1)CCCC3
5036;O=C(Nc1ccc2c(c1)CN(C(=O)c1ccccc1)C(=O)C2)c1ccccc1
5037;CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1
5038;CCN(CC)c1ccc(/C=C/c2cc(N3CCCCC3)c3ccccc3n2)cc1
5039;O=c1ccc2cc(/N=C/c3ccc(F)cc3)ccc2o1
5040;COc1ccc(/C=C2/SC(=Nc3ccc4oc(=O)ccc4c3)NC2=O)cc1
5041;O=C1N=C(Nc2ccc3oc(=O)ccc3c2)S/C1=C/c1ccc(F)cc1
5042;Cc1c(C)c2ccc(OCC3CCN(CCCO[N+](=O)[O-])CC3)cc2oc1=O
5043;COc1c(C(=O)CCC2CCN(Cc3ccccc3)CC2)cc(Cl)c2[nH]ccc12
5044;COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)ccc2[nH]ccc12
5045;O=C(CCC1CCN(CC2CCCCC2)CC1)c1ccc2c(ccn2Cc2ccccc2)c1
5046;NS(=O)(=O)c1ccc(NC(=S)NNc2c3c(nc4ccccc24)CCCC3)cc1
5047;COc1ccc(C2=NN(C(C)=O)C(c3ccc(-n4cnc5ccccc54)cc3)C2)cc1OC
5048;COc1ccc(C2=NN(C(C)=O)C(c3ccc(N4CCN(Cc5ccccc5)CC4)cc3)C2)cc1
5049;CCN1CCN(c2ccc(C3CC(c4ccc(OC)cc4)=NN3C(C)=O)cc2)CC1
5050;COc1cccc(CN2CCN(CCCCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1
5051;O=c1oc2cc(OCCCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12
5052;COc1cccc(CN(C)CCCCOc2ccc3c(c2)oc(=O)c2ccccc23)c1
5053;CN(CCCCOc1ccc2c(c1)oc(=O)c1ccccc12)Cc1ccccc1
5054;C#CCOc1ccc(/C=N/Nc2c3c(nc4ccccc24)CCCC3)cc1
5055;COc1cc(C(C#N)N2CCCC2)cc(OC)c1OC
5056;C#CCN(C)C1CCc2cccc(OC(=O)N(C)C)c21
5057;CN(C)CCOc1cccc(/C=C2\COc3ccccc3C2=O)c1
5058;CN1CCN(CCCNC(=O)COc2ccc(I)cc2)CC1
5059;O=C1C=C2S[C@H]3C[C@]24c2c(c(O)c5c6c2N(CC=C6C=N5)C1[C@@H]4O)N3
5060;O=C(Cc1c[nH]c2ccccc12)NCCC1CCN(Cc2ccccc2)CC1
5061;Clc1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)cc1
5062;O=C(COc1ccc(I)cc1)NCCCN1CCCCC1
5063;CCN1CCN(C2CCN(C(=O)COc3ccc4c(c3)CCC4=O)CC2)CC1
5064;CCN(CC)CCOC(=O)/C=C/c1ccc2oc(C(=O)Nc3cccc(Cl)c3)cc(=O)c2c1
5065;CCN(CC)CCOC(=O)/C=C/c1ccc2oc(C(=O)Nc3ccc(Cl)cc3)cc(=O)c2c1
5066;O=C(C=NO)Nc1ccc[n+](Cc2ccc(C[n+]3cccc(NC(=O)C=NO)c3)cc2)c1
5067;Nc1c2c(nc3cc(Cl)ccc13)C[C@H]1C=C(CCCCn3cc(CO)nn3)C[C@H]2C1
5068;COc1ccc2nc3c(c(NCCCCCCCNC(=S)NC45CC6CC(CC(C6)C4)C5)c2c1)CCCC3
5069;CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1
5070;C[C@@H]1C[C@H]2CC(=O)C3CCC[N+]4([O-])CCC[C@]2(O)[C@]34C1
5071;O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21
5072;COc1ccc(-c2nc(NC3CCN(Cc4ccc(C)cc4)CC3)sc2-c2ccc(OC)cc2)cc1
