;0
2838;CN(C)C(=O)Oc1ccc2c(c1)CC(N)CC2
2839;C#CCNC1CCc2cccc(OC(=O)N(C)CCC)c21
2840;C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)C)cc21
2841;C#CCNCCc1cccc(OC(=O)N(C)CC)c1
2842;COc1cccc2c1C=[N+](c1ccc(Cl)cc1)CC2
2843;COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC
2844;CN1CCC(C(=O)N2C/C(=C\c3ccccc3F)C(=O)[C@@]3(C2)[C@H](c2ccccc2F)CN(C)[C@]32C(=O)Nc3ccccc32)[C@@]12C(=O)Nc1ccccc12
2845;O=C(CN1CCN(C(=O)c2cccc(Cl)c2)CC1)N1CCN(CCCc2c[nH]c3ccccc23)CC1
2846;COc1ccc(C(=O)N2CCN(CC(=O)N3CCN(CCCc4c[nH]c5ccc(F)cc45)CC3)CC2)cc1
2847;Cc1ccc(/C=C2\CN(C(=O)C3CCN(C)[C@]34C(=O)Nc3ccccc34)C[C@]3(C2=O)[C@H](c2ccc(C)cc2)CN(C)[C@]32C(=O)Nc3ccccc32)cc1
2848;CCc1c(C(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1
2849;O=C(C=NO)Nc1ccc[n+](Cc2cccc(C[n+]3cccc(NC(=O)C=NO)c3)c2)c1
2850;COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1
2851;OCCN1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1
2852;CN(C)Cc1ccc(CSCCN=CNCCSCc2ccc(CN(C)C)o2)o1
2853;CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1
2854;CNC(=O)Oc1cccc(CN(CCCOc2ccc3c(=O)c4ccccc4oc3c2)C(C)C)c1
2855;OCc1cc(-c2ccccc2)nnc1NCCN1CCOCC1
2856;CN(CCOCCNC(=S)NC(=O)c1ccccc1)Cc1ccccc1
2857;CN(CCOCCNC(=S)NC(=O)c1ccc2ccccc2c1)Cc1ccccc1
2858;CN(CCOCCCNC(=S)NC(=O)c1ccccc1)Cc1ccccc1
2859;CN(CCOCCNC(=S)NC(=O)c1ccccc1)C1CCCCC1
2860;CN(CCOCCNC(=S)Nc1cccc2ccccc12)Cc1ccccc1
2861;O=C1c2ccccc2CC1CC1CCN(c2ccccc2)CC1
2862;CN(C)C(=O)Oc1cccc(-c2cn3c(Cl)cccc3[n+]2C)c1
2863;C[n+]1c(-c2ccccc2)cn2cc(C(N)=O)ccc21
2864;COc1ccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)cc1
2865;COc1cc2nc(Cl)nc(NCCCNC(=O)CCCCC3CCSS3)c2cc1OC
2866;O=C(CCCC[C@H]1CCSS1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
2867;COc1ccccc1CN1CCC(CCC(=O)c2ccc3c(c2)CCN3)CC1
2868;O=C(CCC1CCN(Cc2ccc(Cl)cc2)CC1)c1ccc2c(c1)CCN2
2869;C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CCC)cc21
2870;O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1
2871;c1cc[n+](CCCCCCCCC[n+]2cccc3ccccc32)cc1
2872;c1cc[n+](CCCCCCC[n+]2cccc3ccccc32)cc1
2873;c1cc[n+](CCCCCCC[n+]2ccc3ccccc3c2)cc1
2874;CCN(C)C(=O)Oc1ccc2c(c1)C(N)CCC2
2875;O=C(CCCCC1CCSS1)NCCCCCNc1c2c(nc3ccccc13)CCCC2
2876;CCN(C)C(=O)Oc1ccc2c(c1)CC(N)CC2
2877;CCN(CCCCOc1ccc(-c2cc(=O)c3c(O)cc(OCCCCN(CC)Cc4ccccc4)cc3o2)cc1)Cc1ccccc1
2878;O=C1CC(c2ccc(OCCCCN3CCC(Cc4ccccc4)CC3)cc2)Oc2cc(OCCCCN3CCC(Cc4ccccc4)CC3)cc(O)c21
2879;O=c1c(-c2ccc(OCCCCN3CCC(Cc4ccccc4)CC3)cc2)coc2cc(OCCCCN3CCC(Cc4ccccc4)CC3)cc(O)c12
2880;CCN(CCCCOc1ccc(/C=C/C(=O)c2c(O)cc(OCCCCN(CC)Cc3ccccc3OC)cc2O)cc1)Cc1ccccc1OC
2881;O=C(/C=C/c1ccc(OCCCCN2CCCC2)cc1)c1c(O)cc(OCCCCN2CCCC2)cc1O
2882;O=C(Nc1ccccc1)OCC1CCCN(Cc2ccccc2)C1
2883;ON=Cc1cc(Cl)cc(CNc2ncccc2OCc2ccccc2)c1O
2884;CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2Cl)=CC1=O)Cc1ccccc1Cl
2885;CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc([N+](=O)[O-])cc1
2886;COC(=O)CC[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C(OC(C)=O)[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)C1CC3=O
2887;CCCCC1=NC2(CCCC2)C(=O)N1Cc1cc2c(cc1C)OCO2
2888;Cc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1
2889;c1ccc2c(NCCOCCOCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3
2890;CCN(CC)c1cc(/C=C2\OC(=O)c3cc(OC)c(OC)cc32)ccc1O
2891;CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCCNc2c3c(nc4ccccc24)CCCC3)cc1
2892;CN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(O)cc2)cc1
2893;CCN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(OC)c(OC)c2)cc1
2894;NC(=O)c1cc[n+](COC[n+]2ccccc2C=NO)cc1
2895;COc1cc2c(cc1OC)CN(Cc1cc(Cl)cc(C=NO)c1O)CC2
2896;COc1cc2c(cc1OC)CN(Cc1cc(Br)cc(C=NO)c1O)CC2
2897;COc1cc2c(cc1OC)CN(Cc1cc(F)cc(C=NO)c1O)CC2
2898;COc1cc(C=NO)c(O)c(CN2CCC(CN3CCc4cc(OC)c(OC)cc4C3)CC2)c1
2899;COc1cc2c(cc1OC)C(c1ccccc1)N(CC1CCN(Cc3cccc(C=NO)c3O)CC1)CC2
2900;COc1cc(C=NO)c(O)c(CN2CCC(CN3CCc4cc(OC)c(OC)cc4C3c3ccccc3)CC2)c1
2901;COc1cc(C(C#N)N2CCCCC2)ccc1O
2902;CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(C(=O)c3ccccc3)cc2)c1
2903;CCOc1ccc(Cc2nc3cc(C(=O)NCCOCCOCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1
2904;C#CCCCC[n+]1cn(C)c(C=NO)n1
2905;CCOc1ccc(Cc2nc3cc(C(=O)NCCCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1
2906;O=C(CCCCCNc1c2c(nc3c(Cl)cccc13)CCCC2)NCCc1c[nH]c2ccccc12
2907;Nc1ccc2c(N)c3c(nc2c1)-c1ccccc1C3
2908;COc1ccc(-n2cc(COc3ccc(/C=N/Nc4c5c(nc6ccccc46)CCCC5)cc3)nn2)cc1
2909;O=C1/C(=C/c2cccc3ccccc23)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1cccc2ccccc12
2910;COc1cccc(CCc2cccc(OC)[n+]2C)[n+]1C
2911;COc1cccc(C#N)[n+]1C
2912;COc1cccc(C(F)(F)F)[n+]1C
2913;COc1cc2c(cc1OC)C(=O)C(CCCCCCCc1cccc(OC)[n+]1C)C2
2914;Cc1[nH]c2ccccc2c1CC(=O)NCCC1CCN(Cc2ccccc2)CC1
2915;O=C(CCc1c[nH]c2ccccc12)NCCC1CCN(Cc2ccccc2)CC1
2916;COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(Cc2ccncc2)CC1
2917;O=[N+]([O-])c1ccc2c(c1)c(OCc1ccc3ccccc3c1)nn2Cc1ccccc1
2918;CN(CCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1
2919;CN(C)CCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1
2920;O=C1CC(=NCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21
2921;O=C1CC(=NCCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21
2922;O=C1C(=NCCNc2c3c(nc4ccccc24)CCCC3)C(Cl)C(=O)c2ccccc21
2923;CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCNC2N3C)cc1
2924;COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC
2925;COC(=O)C(CC1=C(c2ccc(Cl)cc2)CC(C)(C)ON1C(C)=O)C(=O)OC
2926;C#CCNC1CCc2c(Cl)cc(OC(=O)N(C)CC)cc21
2927;Cc1c(O)cccc1[N+](C)(C)C
2928;Cn1ccc2nc3ccccc3c-2c1
2929;CN(C)Cc1ccc(CSCCCCCSCc2ccc(CN(C)C)o2)o1
2930;CN(C)Cc1ccc(CSCc2cccc(CSCc3ccc(CN(C)C)o3)c2)o1
2931;O=C(C[n+]1ccccc1)NN=Cc1ccc(C=NNC(=O)C[n+]2ccccc2)cc1
2932;CN(C)Cc1ccc(CSCCNc2cc(NCCSCc3ccc(CN(C)C)o3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1
2933;CCOC(=O)C(CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccc2cc(OC)ccc2c1
2934;CN(C)Cc1ccc(CSCCSCc2ccc(CN(C)C)o2)o1
2935;CCN(CCCCNC(=O)COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC
2936;CCCCCNc1cc(NCCSCc2ccc(CN(C)C)o2)c([N+](=O)[O-])cc1[N+](=O)[O-]
2937;CN(C)C(=O)Oc1ccc2c(c1)C(N)CC2
2938;CN(C)Cc1ccc(CSCCCCSCc2ccc(CN(C)C)o2)o1
2939;CN(C)Cc1ccc(CSCCCCCCCSCc2ccc(CN(C)C)o2)o1
2940;O=C1c2ccccc2C(=O)N1CCCCCCNCc1ccccc1
2941;O=C1c2ccccc2C(=O)N1CCCCCCNCc1ccccc1F
2942;O=C1c2ccccc2C(=O)N1CCCCCNCc1ccc(F)cc1
2943;O=C1c2ccccc2C(=O)N1CCCCCCNCc1ccc(F)cc1F
2944;O=C1c2ccccc2C(=O)N1CCCCCCCCNCc1ccc(F)cc1F
2945;O=C1c2ccccc2C(=O)N1CCCCCCCCNCc1cccc(Cl)c1
2946;COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c3c(c2)OCO3)cc(OC)c1OC
2947;COc1ccc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(OC)c(OC)c2)cc1OC
2948;COc1ccccc1CN(C)CCCCCCNC1=CC(=O)C(NCCCCCCN(C)Cc2ccccc2OC)=CC1=O
2949;CCN(Cc1ccccc1OC)C(=O)CCCCCNC1=CC(=O)C(NCCCCCC(=O)N(CC)Cc2ccccc2OC)=CC1=O
2950;CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)CCc2ccccc2OC)=CC1=O)CCc1ccccc1OC
2951;C=c1c(O)c(NCCCCCCN(CC)Cc2ccccc2OC)c(=C)c(O)c1NCCCCCCN(CC)Cc1ccccc1OC
2952;Cc1nc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc2s1
2953;CO[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]32)C1
2954;CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1
2955;CC1(C)C[C@@H](c2ccccc2)C(CN2C(=O)c3ccccc3C2=O)=NO1
2956;COc1ccc(NC(=O)c2coc3ccc(/C=C/C(=O)O)cc3c2=O)cc1
2957;Cc1ccc(NC(=O)c2cc(=O)c3cc(/C=C/C(=O)OCCN(C)C)ccc3o2)cc1C
2958;CN(C)CCOC(=O)/C=C/c1ccc2oc(C(=O)Nc3cccc(Cl)c3)cc(=O)c2c1
2959;COc1ccc2c(c1)CC(=CC1CCN(Cc3ccccc3)CC1)C2=O
2960;O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCCCCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21
2961;COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3)cc1C(C)=O)C2
2962;C#CCOP(C)(=O)OC(C(F)(F)F)C(F)(F)F
2963;COc1cc2ccnc3c2c(c1OC)COC3(CCCO)OC
2964;COc1cc2c(cc1OC)C(c1ccccc1)N(CCCCCCn1ccnc1C=NO)CC2
2965;O=C1c2ccccc2C(=O)C12N1CSC[C@@H]1[C@@H](c1cccc(F)c1)[C@@]21CSc2ccccc2C1=O
2966;CN1C[C@@H](c2ccccc2Br)[C@@]2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O
2967;COc1cc(CCc2ccc(Nc3c4c(nc5ccccc35)CCCC4)cc2)cc(OC)c1
2968;CCOC(=O)C(CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccccc1
2969;COc1ccc(-c2nnc3sc(-c4ccoc4)nn23)cc1
2970;CN1CCN(c2ccc(/C=C/c3ccc4ccccc4[n+]3C)cc2)CC1
2971;O=C(Nc1ccc2c(c1)CN(C(=O)c1ccccc1)C(=O)C2)c1cccc(Cl)c1
2972;CCCCCCCCCCCCCCCCc1cc[n+](C)cc1C(=O)[O-]
2973;CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1
2974;O=C(NCC1CCN(Cc2ccccc2F)CC1)c1[nH]nc2ccc(-c3cccnc3)cc12
2975;O=C(CC1CCN(Cc2ccccc2)CC1)Nc1[nH]nc2cc(-c3cccnc3)ccc12
2976;O=C(CC1CCN(Cc2ccccc2F)CC1)Nc1[nH]nc2cc(-c3cccnc3)ccc12
2977;Cc1cccc(CN2CCC(CNC(=O)c3cncc(NC(=O)c4ccnc(NC(=O)C5CC5)c4)c3)CC2)c1
2978;O=C(Nc1cncc(OCC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1
2979;COc1ccccc1NCc1cc(=O)oc2cc3oc4ccccc4c3cc12
2980;CC(C)OC[n+]1ccn(C)c1C=NO
2981;COc1ccc2nc3c(c(N)c2c1)CCC3
2982;Brc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccccc4)N2C3c2ccc(Br)cc2)cc1
2983;NC(Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
2984;COC(=O)C(=CC(=O)c1cc(O)ccc1O)CC/C=C(\C)CCC=C(C)C
2985;CNc1nc(NCc2ccc(OC)c(OC)c2)c2ccccc2n1
2986;C[n+]1ccc2c(c1)c1ccccc1n2CCCCCCCCCn1c2ccccc2c2c[n+](C)ccc21
2987;O=C(CCn1c2ccccc2c2c[n+](Cc3ccccc3)ccc21)N1c2ccccc2Sc2ccccc21
2988;COc1ccc2cc3[n+](cc2c1OCc1ccccc1)CCc1cc2c(cc1-3)OCO2
2989;COc1ccc(COc2c(OC)ccc3cc4[n+](cc23)CCc2cc3c(cc2-4)OCO3)cc1
2990;Oc1cc(O)cc(C=Cc2ccc(Nc3c4c(nc5cc(Cl)ccc35)CCCC4)cc2)c1
2991;COc1ccc(C2C(c3ccccc3)NC3(C(=O)Nc4ccc(Cl)cc43)C23Cc2cc(OC)c(OC)cc2C3=O)cc1OC
2992;COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2Cl)C(c2ccccc2)NC12C(=O)Nc1ccc(Cl)cc12
2993;Cc1ccc(C2c3c(nc4c(c3N)CCCC4)N=C3CC(C)(C)CC(=O)C32)cc1
2994;CCNC(=O)Oc1ccc2c(c1)C(N)CC2
2995;CC(=O)c1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1
2996;NC(=NO)c1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1
2997;O=C(CCC1CCN(Cc2ccccc2F)CC1)c1cc2c3c(ccn3C(=O)CC2)c1
2998;Clc1ccc2c(c1)CN1CCCCCC1=N2
2999;C#CCNC1CCc2c(Cl)cc(OC(=O)N(C)CCC)cc21
3000;COc1cc2oc(C(=O)NCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC
3001;O=C(CCCCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccc(O)cc12
3002;COc1ccc(-c2nc(NC(=O)C3CCN(Cc4cc(F)cc(F)c4)CC3)sc2-c2ccc(OC)cc2)cc1
3003;N#Cc1ccccc1CN1CCC(C(=O)Nc2nc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)s2)CC1
3004;COc1ccc2c3c1O[C@H]1CC(O)CC[C@@]31CCN(C)C2
3005;CCOC(OCC)c1ccc(/C=C2\CN(Cc3ccccc3)C/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1
3006;CC(C)(CN1C(=O)c2cccc3cccc(c23)C1=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC#CCOC1=NOCC1
3007;CC1(C)CC(=O)C2C(=Nc3nc4c(c(N)c3[C@H]2c2ccncc2)CCCC4)C1
3008;CCOC(=O)C1C(C)=Nc2nc3c(c(N)c2[C@H]1c1ccc(C)cc1)CCCC3
3009;CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1ccc(C#N)cc1)CCCC3
3010;Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(CO)c4)CC3)cc2oc1=O
3011;CC1(C)CN=C2C([N+](=O)[O-])C3(c4ccccc4-c4nc5ccc([N+](=O)[O-])cc5nc43)C(C#N)C(=N)N2C1
3012;Cc1cccc2c1ccc1c3c(c(=O)oc(=O)c12)C(C)CO3
3013;COc1ccc2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c2c1
3014;Fc1ccc(CNC2CCN(Cc3ccccc3)CC2)c(F)c1
3015;Fc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)c(F)c1
3016;FC(F)(F)c1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1
3017;CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3ccc(F)cc3)CC2)cc(C(C)(C)C)c1O
3018;COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCCC3)c(O)c1)O2
3019;COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)c(O)c1)O2
3020;COc1cc2c(cc1OC)C(=O)C(=Cc1ccc(O)c(CN(C)C)c1)O2
3021;COc1ccc(CCNc2nc(NC(N)=O)nc3ccccc23)cc1OC
3022;CCNc1nc(NCc2ccc(OC)c(OC)c2)c2ccccc2n1
3023;CNc1nc(NCc2ccccc2)c2ccccc2n1
3024;Fc1ccc2[nH]c3c(c2c1)C[PH](Cc1cccc2ccccc12)(c1ccccc1)CC3
3025;Clc1cccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)c1
3026;Cc1ccc(-c2nc(NC(=O)C3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)sc2-c2ccc(C)cc2)cc1
3027;CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc12
3028;COc1cc2c3c(c1)c1cc(=O)c(OC)cc-1cn3CC2
3029;CO[C@@H]1C=C[C@@]23c4cc5c(cc4C[N@@+]([O-])(CCO)C2C(=O)N(C)[C@H]3C1)OCO5
3030;CCOc1ccc(Cc2nc3cc(C(=O)NCCCNc4c5c(nc6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1
3031;COc1nc(-c2ccnc(NC(=O)C3CC3)c2)sc1C(=O)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2
3032;CCOC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCNc1c2c(nc3ccccc13)CCCC2
3033;C#CCNC1CCc2ccc(OC(=O)N(C)CCCC)cc21
3034;C#CCNC(C)Cc1cccc(OC(=O)N(C)CCCC)c1
3035;c1ccc(-c2nnc(Nc3ncccn3)o2)cc1
3036;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2
3037;CCN1CC[C@@]2(C)c3cc(OC(=O)NC(C)c4ccccc4)ccc3C[C@@H]12
3038;O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1
3039;CN(C)C(=O)Oc1cccc2c1cc(C(=O)Nc1ccccc1)c[n+]2C
3040;CN(C)C(=O)Oc1cccc2c1cc(C(=O)NCCOCCOCCN1C(=O)c3ccccc3C1=O)c[n+]2C
3041;COc1cc(C=CC(=O)N2CCN(Cc3ccc(F)cc3)CC2)ccc1O
3042;COc1ccc2[nH]cc(CCNC(=O)C=NC(=O)CCc3ccc(O)c(OC)c3)c2c1
3043;O=C(CN1CCN(C(=O)c2ccc(F)cc2)CC1)N1CCN(CCCc2c[nH]c3ccccc23)CC1
3044;CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1
3045;Cc1cc(-c2ccccc2)nnc1NCCN1CCCCC1
3046;c1ccc(-c2cnc(NCN3CCCCC3)nc2)cc1
3047;c1ccc(-c2ncc(NCN3CCCCC3)nn2)cc1
3048;CN(CCOCCNC(=S)Nc1ccc(Cl)cc1)Cc1ccccc1
3049;CN(CCOCCNC(=S)Nc1ccccn1)Cc1ccccc1
3050;CN(C)CCCCCCCCNc1c2c(nc3ccccc13)CCCC2
3051;CN(C)CCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2
3052;Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CC[N+](C)(C)C1N2C
3053;COc1cccc2cc[n+](-c3ccc(C(F)(F)F)cc3)cc12
3054;COc1cccc2cc[n+](-c3ccc(I)cc3)cc12
3055;Brc1ccc(-[n+]2ccc3ccccc3c2)cc1
3056;Cc1ccc(C(=O)N2CCN(CC(=O)N3CCN(CCCc4c[nH]c5ccc(F)cc45)CC3)CC2)cc1
3057;COc1ccc2[nH]cc(CCCN3CCN(C(=O)CN4CCN(C(=O)c5cccc(F)c5)CC4)CC3)c2c1
3058;COCCn1cnc2cc(NC(=O)c3ccccc3)cc(C(=O)NCc3cc(F)cc(F)c3)c21
3059;CCC1=CC2Cc3nc4ccccc4c(NCCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2
3060;CN1CCc2c(c3ccccc3n2CCC(=O)N2c3ccccc3Sc3ccccc32)C1
3061;COc1ccc2[nH]cc(CCNC(=O)CCCCn3cc(CCCCN4CC[C@@]56C=C[C@H](O)C[C@@H]5Oc5c(OC)ccc(c56)C4)nn3)c2c1
3062;CN1C[C@@H](c2cccc(F)c2)[C@@]2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O
3063;Cc1ccc([C@@H]2CN(C)C3(C(=O)c4ccccc4C3=O)[C@]23CSc2ccccc2C3=O)cc1
3064;CCCN(CCC)Cc1cc(N)ccc1O
3065;CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)CCc6ccccc6)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1
3066;C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(C)COC(C(C)(C)F)=N[C@H]5CC[C@@]45C[C@@]35C(=O)C[C@]12C)N(C)C
3067;CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)Cc6ccccc6C(F)(F)F)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CS1
3068;OC(CNCc1cccc(OCc2ccccc2)c1)Cn1cc(Br)c2cc(Br)ccc21
3069;O=C(O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCNc1c2c(nc3ccccc13)CCCC2
3070;O=C1/C(=C/c2ccc(Br)cc2)CN(Cc2ccc3ccccc3c2)C/C1=C\c1ccc(Br)cc1
3071;CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCOC1N2C
3072;Cc1coc2c1c(=O)oc(=O)c1c3c(ccc12)C(C)(C)CCC3
3073;CC[C@@]1(c2cccc(O)c2)CCCCN(CCCCCCCCCCN2CCCC[C@@](CC)(c3cccc(O)c3)C2)C1
3074;O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2c(O)cc(O)cc2o1
3075;COc1cccc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c12
3076;COc1cc2oc(C(=O)OCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC
3077;O=C1C=C(NCCCCCCNCc2ccc(-c3nc4ccccc4s3)cc2)C(=O)C=C1NCCCCCCNCc1ccc(-c2nc3ccccc3s2)cc1
3078;CCN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1
3079;Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCN3CCCCC3)CC2)cc1
3080;Nc1c2c(nc3ccc(Cl)cc13)CCCC2
3081;Cc1ccc2c(N)c3c(nc2c1)CCCC3
3082;Cc1cccc2nc3c(c(N)c12)CCCC3
3083;COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ncc(C)cc3C)CC1)C2
3084;COc1ccc2cc3[n+](cc2c1OC(C)c1ccccc1)CCc1cc2c(cc1-3)OCO2
3085;CS[C@@H](Cn1nnc2cc(C#Cc3ccc(N4C[C@H](O)[C@@H](O)C4)cc3)ccc21)N(O)C=O
3086;COc1cc(/C=N\C2CCN(Cc3ccccc3)C2)cc(OC)c1OC
3087;Oc1ccc(C=NC2CCN(Cc3ccccc3)C2)cc1
3088;Oc1ccc(C=NC2CCN(Cc3ccccc3)C2)c(O)c1
3089;Clc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1
3090;FC(F)(F)Oc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1
3091;COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCN(C)C
3092;COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCN1CCCC1
3093;CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCCc1cc(OC)c2oc(-c3ccc4c(c3)OCO4)cc2c1
3094;COc1cc2c(cc1OCc1ccccc1)CCC(C)(CC(=O)NCCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2
3095;COc1cc2c(cc1O)CCC(C)(CC(=O)NCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2
3096;COc1ccc(C(=O)CCc2cc[n+](Cc3cccc(Cl)c3)cc2C(=O)O)cc1OC
3097;COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3cccc(C(F)(F)F)c3)cc1C(C)=O)C2=O
3098;COC(=O)C1C(=Nc2ccccc2)C[C@@H](c2ccc3c(c2)OCO3)N(c2ccccc2)[C@@H]1c1ccc2c(c1)OCO2
